idade,sexo,frequencia_semanal_treino,tipo_atividade,tempo_medio_exercicio,minutos_totais_semana,preco_plano,possui_nutricionista,primeiro_PGC,ultimo_PGC,data_matricula,estado,estado_nome,estado_num,dias_desde_matricula,imc_estimado,evolucao_pgc
46,F,2.0,cardio,70.55,203.5,87.18,Sim,23.1,33.1,2021-12-22,Ativa,Ativa,1,1361,13.799999999999999,-10.0
54,O,1.0,musculação,65.2,65.2,186.86,Sim,10.8,31.5,2025-04-11,Ativa,Ativa,1,155,22.72,-20.7
41,F,5.0,futebol,41.9,209.5,241.15,Não,16.0,13.7,2022-01-16,Ativa,Ativa,1,1336,16.49,2.3000000000000007
64,M,4.0,musculação,29.1,116.4,107.78,Não,39.2,39.1,2020-04-05,Ativa,Ativa,1,1987,22.11,0.10000000000000142
53,M,7.0,cardio,41.5,290.5,202.95,Não,25.2,27.8,2025-05-28,Ativa,Ativa,1,108,20.049999999999997,-2.6000000000000014
29,F,3.0,musculação,22.9,68.7,243.65,Sim,21.6,12.6,2025-03-03,Ativa,Ativa,1,194,10.989999999999998,9.000000000000002
21,O,3.0,musculação,88.2,264.6,89.44,Sim,30.4,38.2,2025-08-17,Ativa,Ativa,1,27,15.120000000000001,-7.800000000000004
49,F,3.0,yoga,61.6,184.8,184.45,Sim,10.8,36.1,2021-10-13,Ativa,Ativa,1,1431,20.86,-25.3
61,F,5.0,cardio,96.2,481.0,127.75,Sim,15.0,26.1,2023-10-25,Ativa,Ativa,1,689,27.92,-11.100000000000001
42,O,5.0,yoga,79.0,395.0,294.89,Sim,38.8,37.9,2022-11-30,Ativa,Ativa,1,1018,20.5,0.8999999999999986
58,O,1.0,futebol,86.8,86.8,195.43,Sim,29.3,37.3,2025-01-01,Ativa,Ativa,1,255,26.08,-7.9999999999999964
35,M,5.0,musculação,108.4,542.0,127.05,Não,37.9,39.0,2021-06-16,Ativa,Ativa,1,1550,21.340000000000003,-1.1000000000000014
40,F,4.0,yoga,92.9,203.5,57.29,Sim,37.6,20.1,2021-03-31,Sedentária,Sedentária,0,1627,21.29,17.5
47,F,1.0,futebol,63.8,63.8,291.25,Não,34.7,31.2,2020-10-15,Ativa,Ativa,1,1794,20.48,3.5000000000000036
50,F,4.0,musculação,32.4,129.6,211.82,Sim,12.7,31.2,2020-05-05,Ativa,Ativa,1,1957,18.240000000000002,-18.5
30,F,5.0,crossfit,119.8,599.0,115.92,Não,26.2,38.0,2024-12-25,Ativa,Ativa,1,262,20.98,-11.8
50,M,0.0,musculação,113.9,0.0,236.8,Sim,28.9,34.7,2020-07-02,Sedentária,Sedentária,0,1899,26.39,-5.800000000000004
55,M,1.0,yoga,41.9,41.9,128.05,Sim,28.4,35.2,2023-12-10,Ativa,Ativa,1,643,20.69,-6.800000000000004
26,M,6.0,crossfit,54.4,326.4,208.25,Sim,19.5,38.6,2023-02-04,Ativa,Ativa,1,952,13.24,-19.1
60,F,3.0,futebol,78.8,236.4,136.65,Não,23.4,38.6,2024-10-15,Ativa,Ativa,1,333,25.88,-15.200000000000003
34,O,1.0,yoga,107.8,107.8,61.45,Não,39.0,13.3,2025-07-03,Ativa,Ativa,1,72,20.98,25.7
21,M,1.0,cardio,100.5,100.5,60.67,Sim,37.0,19.2,2024-09-23,Ativa,Ativa,1,355,16.35,17.8
42,O,1.0,natação,65.1,65.1,231.76,Não,16.3,23.3,2022-12-19,Ativa,Ativa,1,999,19.11,-7.0
45,O,0.0,cardio,70.55,203.5,57.23,Não,39.8,13.5,2021-03-12,Sedentária,Sedentária,0,1646,13.5,26.299999999999997
37,O,4.0,musculação,93.4,203.5,276.9,Não,33.6,26.1,2020-10-08,Sedentária,Sedentária,0,1801,20.44,7.5
37,M,4.0,futebol,22.1,88.4,257.04,Sim,17.2,33.3,2022-01-11,Ativa,Ativa,1,1341,13.31,-16.099999999999998
50,M,4.0,yoga,72.8,203.5,241.19,Não,37.9,32.9,2025-02-08,Sedentária,Sedentária,0,217,22.28,5.0
21,O,6.0,natação,63.8,382.8,101.13,Não,21.2,21.1,2021-09-24,Ativa,Ativa,1,1450,12.68,0.09999999999999787
55,O,6.0,futebol,119.1,714.6,285.98,Sim,30.0,30.9,2021-12-01,Ativa,Ativa,1,1382,28.41,-0.8999999999999986
51,M,3.0,natação,30.4,91.2,120.98,Não,10.2,10.8,2023-05-26,Ativa,Ativa,1,841,18.34,-0.6000000000000014
50,M,5.0,natação,105.3,526.5,75.43,Não,32.8,25.3,2022-03-12,Ativa,Ativa,1,1281,25.53,7.4999999999999964
28,M,0.0,cardio,63.9,0.0,156.88,Sim,33.5,37.1,2020-10-31,Sedentária,Sedentária,0,1778,14.790000000000001,-3.6000000000000014
36,M,2.0,futebol,106.0,212.0,71.42,Sim,38.0,22.4,2022-05-12,Ativa,Ativa,1,1220,21.4,15.600000000000001
35,F,7.0,musculação,34.3,240.1,182.55,Sim,39.7,14.3,2021-10-24,Ativa,Ativa,1,1420,13.93,25.400000000000002
58,M,2.0,futebol,23.5,47.0,265.13,Sim,39.0,12.6,2020-11-05,Ativa,Ativa,1,1773,19.75,26.4
25,F,2.0,musculação,30.3,60.6,298.5,Não,18.0,12.9,2025-06-07,Ativa,Ativa,1,98,10.530000000000001,5.1
64,O,5.0,yoga,50.8,254.0,165.64,Sim,32.5,29.0,2023-04-04,Ativa,Ativa,1,893,24.28,3.5
23,F,2.0,yoga,70.55,203.5,244.27,Não,10.4,25.8,2025-06-14,Ativa,Ativa,1,91,6.8999999999999995,-15.4
51,O,6.0,natação,80.9,485.4,217.49,Sim,36.9,11.2,2023-05-05,Ativa,Ativa,1,862,23.39,25.7
33,F,1.0,musculação,118.2,118.2,257.47,Sim,37.9,12.5,2021-01-06,Ativa,Ativa,1,1711,21.72,25.4
25,F,6.0,yoga,77.2,463.2,180.16,Sim,36.1,35.7,2021-12-16,Ativa,Ativa,1,1367,15.22,0.3999999999999986
30,F,4.0,musculação,40.5,162.0,188.53,Não,26.7,26.4,2020-01-14,Ativa,Ativa,1,2069,13.05,0.3000000000000007
19,O,1.0,musculação,43.5,43.5,170.74,Não,22.5,37.9,2023-11-07,Ativa,Ativa,1,676,10.05,-15.399999999999999
47,O,6.0,musculação,70.55,203.5,236.98,Sim,18.8,20.3,2022-12-16,Ativa,Ativa,1,1002,14.1,-1.5
45,M,0.0,crossfit,63.4,0.0,94.61,Não,18.9,20.3,2023-09-28,Sedentária,Sedentária,0,716,19.84,-1.4000000000000021
30,F,7.0,cardio,43.1,301.7,255.28,Não,19.5,30.3,2021-02-13,Ativa,Ativa,1,1673,13.31,-10.8
44,O,7.0,futebol,20.9,146.3,141.86,Sim,24.5,37.5,2025-04-10,Ativa,Ativa,1,156,15.29,-13.0
46,F,4.0,musculação,89.4,203.5,180.94,Não,35.7,14.9,2024-02-28,Sedentária,Sedentária,0,563,22.740000000000002,20.800000000000004
38,M,7.0,musculação,26.3,184.1,216.95,Não,25.6,26.7,2022-08-01,Ativa,Ativa,1,1139,14.030000000000001,-1.0999999999999979
52,O,1.0,musculação,25.8,25.8,243.81,Sim,17.1,26.2,2021-01-15,Ativa,Ativa,1,1702,18.18,-9.099999999999998
38,M,2.0,yoga,83.4,166.8,246.21,Não,12.9,34.4,2023-10-22,Ativa,Ativa,1,692,19.740000000000002,-21.5
55,O,5.0,cardio,78.9,394.5,186.73,Não,24.2,30.8,2023-05-04,Ativa,Ativa,1,863,24.39,-6.600000000000001
23,O,4.0,crossfit,117.5,470.0,256.28,Não,32.8,15.9,2022-02-21,Ativa,Ativa,1,1300,18.65,16.9
44,F,2.0,yoga,88.5,177.0,291.21,Sim,27.8,37.1,2022-07-10,Ativa,Ativa,1,1161,22.049999999999997,-9.3
52,O,7.0,crossfit,107.4,751.8,107.13,Não,35.1,11.1,2024-01-05,Ativa,Ativa,1,617,26.340000000000003,24.0
24,M,5.0,natação,97.3,486.5,282.92,Sim,15.9,18.9,2022-11-15,Ativa,Ativa,1,1033,16.93,-2.9999999999999982
51,M,7.0,cardio,39.0,273.0,86.23,Sim,23.0,36.6,2022-08-08,Ativa,Ativa,1,1132,19.2,-13.600000000000001
23,M,5.0,futebol,95.8,479.0,52.06,Não,35.9,29.5,2022-08-26,Ativa,Ativa,1,1114,16.48,6.399999999999999
21,M,0.0,crossfit,107.8,0.0,227.68,Sim,15.2,16.2,2023-10-04,Sedentária,Sedentária,0,710,17.080000000000002,-1.0
37,F,0.0,cardio,48.1,0.0,57.76,Não,14.2,16.0,2020-07-15,Sedentária,Sedentária,0,1886,15.91,-1.8000000000000007
62,F,4.0,cardio,59.2,236.8,208.58,Sim,34.0,19.0,2021-10-07,Ativa,Ativa,1,1437,24.52,15.0
62,F,4.0,yoga,41.6,166.4,211.62,Não,33.7,32.4,2021-07-23,Ativa,Ativa,1,1513,22.759999999999998,1.3000000000000043
54,M,5.0,musculação,102.3,511.5,289.24,Não,35.0,28.4,2021-06-15,Ativa,Ativa,1,1551,26.43,6.600000000000001
47,M,3.0,futebol,41.8,125.4,207.34,Não,29.4,10.5,2021-05-06,Ativa,Ativa,1,1591,18.28,18.9
50,O,0.0,yoga,114.0,0.0,261.31,Sim,27.3,22.8,2022-07-13,Sedentária,Sedentária,0,1158,26.4,4.5
27,F,0.0,crossfit,70.3,0.0,287.21,Sim,32.7,19.8,2025-02-13,Sedentária,Sedentária,0,212,15.129999999999999,12.900000000000002
42,O,6.0,cardio,112.0,672.0,235.02,Não,10.3,32.6,2023-12-22,Ativa,Ativa,1,631,23.8,-22.3
55,O,2.0,yoga,79.5,159.0,154.35,Não,13.8,20.7,2022-11-18,Ativa,Ativa,1,1030,24.45,-6.899999999999999
22,O,7.0,futebol,36.4,254.8,138.39,Não,25.4,29.6,2020-09-29,Ativa,Ativa,1,1810,10.24,-4.200000000000003
54,F,4.0,yoga,22.6,90.4,100.77,Sim,30.5,28.9,2021-12-20,Ativa,Ativa,1,1363,18.46,1.6000000000000014
30,F,4.0,musculação,51.1,203.5,93.72,Não,10.2,21.1,2023-06-06,Sedentária,Sedentária,0,830,14.11,-10.900000000000002
33,M,0.0,yoga,70.55,203.5,161.36,Sim,30.4,16.6,2024-04-29,Sedentária,Sedentária,0,502,9.9,13.799999999999997
64,O,3.0,yoga,105.7,317.1,299.15,Não,32.7,29.0,2020-04-16,Ativa,Ativa,1,1976,29.77,3.700000000000003
18,M,2.0,yoga,70.9,141.8,126.44,Não,22.0,14.8,2021-05-30,Ativa,Ativa,1,1567,12.49,7.199999999999999
31,F,7.0,yoga,31.9,223.3,249.11,Não,21.1,28.5,2021-04-29,Ativa,Ativa,1,1598,12.489999999999998,-7.399999999999999
53,M,0.0,futebol,95.2,0.0,95.18,Sim,19.8,33.5,2025-01-15,Sedentária,Sedentária,0,241,25.42,-13.7
47,O,5.0,musculação,48.8,244.0,154.48,Sim,21.4,24.8,2022-08-29,Ativa,Ativa,1,1111,18.98,-3.400000000000002
50,M,4.0,cardio,116.5,203.5,155.08,Sim,12.1,24.8,2021-01-01,Sedentária,Sedentária,0,1716,26.65,-12.700000000000001
44,M,0.0,yoga,116.2,0.0,214.06,Não,15.9,25.7,2022-06-02,Sedentária,Sedentária,0,1199,24.82,-9.799999999999999
57,F,5.0,futebol,75.6,378.0,186.43,Não,33.2,26.9,2020-11-05,Ativa,Ativa,1,1773,24.659999999999997,6.300000000000004
32,O,5.0,cardio,65.5,327.5,130.27,Sim,38.9,32.2,2021-07-08,Ativa,Ativa,1,1528,16.15,6.699999999999996
64,M,3.0,crossfit,74.8,224.4,236.6,Sim,13.5,21.0,2024-06-24,Ativa,Ativa,1,446,26.68,-7.5
46,O,2.0,natação,119.8,239.6,139.93,Não,33.1,11.0,2025-03-29,Ativa,Ativa,1,168,25.78,22.1
49,M,7.0,cardio,46.3,324.1,93.79,Sim,19.2,34.2,2025-04-09,Ativa,Ativa,1,157,19.33,-15.000000000000004
36,O,3.0,crossfit,102.9,308.7,166.81,Sim,22.8,25.1,2022-10-23,Ativa,Ativa,1,1056,21.09,-2.3000000000000007
51,O,4.0,futebol,32.6,203.5,240.89,Não,27.3,36.5,2020-12-30,Sedentária,Sedentária,0,1718,18.56,-9.2
22,F,0.0,musculação,37.6,0.0,188.4,Sim,23.3,12.3,2023-07-06,Sedentária,Sedentária,0,800,10.36,11.0
41,O,4.0,futebol,45.3,181.2,282.12,Sim,31.1,29.7,2023-03-17,Ativa,Ativa,1,911,16.83,1.4000000000000021
22,F,1.0,fut,64.7,64.7,250.65,Não,32.2,39.7,2025-02-01,Ativa,Ativa,1,224,13.07,-7.5
40,M,3.0,cardio,100.1,300.3,193.95,Não,13.6,38.7,2020-10-13,Ativa,Ativa,1,1796,22.009999999999998,-25.1
30,O,0.0,crossfit,51.8,0.0,131.04,Não,31.7,34.7,2024-09-09,Sedentária,Sedentária,0,369,14.18,-3.0000000000000036
37,M,6.0,futebol,99.6,597.6,139.99,Não,25.3,12.2,2025-08-23,Ativa,Ativa,1,21,21.060000000000002,13.100000000000001
54,F,6.0,cardio,90.9,545.4,270.09,Não,35.5,32.6,2025-08-08,Ativa,Ativa,1,36,25.29,2.8999999999999986
18,M,2.0,yoga,99.8,199.6,89.54,Não,17.4,19.9,2021-07-02,Ativa,Ativa,1,1534,15.379999999999999,-2.5
42,O,6.0,cardio,70.55,203.5,186.22,Não,21.9,19.5,2022-04-17,Ativa,Ativa,1,1245,12.6,2.3999999999999986
57,M,3.0,cardio,117.9,353.7,92.36,Sim,36.5,11.3,2023-11-06,Ativa,Ativa,1,677,28.89,25.2
24,O,4.0,crossfit,73.9,203.5,109.61,Sim,37.3,24.1,2020-10-17,Sedentária,Sedentária,0,1792,14.59,13.199999999999996
42,O,3.0,musculação,79.1,237.3,81.12,Não,12.6,19.2,2020-12-20,Ativa,Ativa,1,1728,20.509999999999998,-6.6
38,O,0.0,cardio,104.0,0.0,153.38,Não,10.4,22.9,2025-01-21,Sedentária,Sedentária,0,235,21.8,-12.499999999999998
51,O,0.0,yoga,84.1,0.0,147.86,Não,34.2,27.7,2020-08-03,Sedentária,Sedentária,0,1867,23.71,6.5000000000000036
62,O,5.0,crossfit,78.8,394.0,111.2,Sim,23.8,12.3,2020-06-21,Ativa,Ativa,1,1910,26.479999999999997,11.5
23,F,2.0,crossfit,69.9,139.8,274.24,Não,30.4,29.2,2021-08-27,Ativa,Ativa,1,1478,13.89,1.1999999999999993
38,F,1.0,cardio,27.5,27.5,226.7,Sim,24.5,11.3,2020-01-28,Ativa,Ativa,1,2055,14.15,13.2
22,F,5.0,musculação,32.6,163.0,55.47,Não,35.5,34.9,2020-04-05,Ativa,Ativa,1,1987,9.86,0.6000000000000014
57,O,1.0,futebol,49.2,49.2,186.83,Sim,15.7,26.8,2020-11-04,Ativa,Ativa,1,1774,22.02,-11.100000000000001
48,O,5.0,musculação,57.4,287.0,200.31,Não,32.0,12.4,2024-09-22,Ativa,Ativa,1,356,20.14,19.6
24,M,5.0,crossfit,64.8,324.0,182.39,Sim,19.1,16.1,2022-01-24,Ativa,Ativa,1,1328,13.68,3.0
46,O,1.0,yoga,76.2,76.2,170.44,Sim,38.6,11.9,2022-10-15,Ativa,Ativa,1,1064,21.42,26.700000000000003
38,F,4.0,futebol,54.9,219.6,245.03,Sim,15.5,18.3,2023-04-16,Ativa,Ativa,1,881,16.89,-2.8000000000000007
55,M,4.0,yoga,31.7,126.8,125.74,Sim,29.1,36.0,2021-10-28,Ativa,Ativa,1,1416,19.67,-6.899999999999999
19,F,2.0,cardio,98.9,197.8,249.12,Sim,15.3,21.6,2020-03-16,Ativa,Ativa,1,2007,15.59,-6.300000000000001
46,M,5.0,musculação,85.4,427.0,248.18,Não,11.4,12.5,2022-09-02,Ativa,Ativa,1,1107,22.34,-1.0999999999999996
59,F,1.0,cardio,114.4,114.4,242.16,Sim,33.7,18.4,2025-07-13,Ativa,Ativa,1,62,29.14,15.300000000000004
23,F,4.0,natação,70.55,203.5,209.11,Não,25.2,31.7,2021-07-16,Ativa,Ativa,1,1520,6.8999999999999995,-6.5
55,O,5.0,musculação,70.55,203.5,78.44,Sim,26.1,20.1,2023-08-11,Ativa,Ativa,1,764,16.5,6.0
43,O,0.0,yoga,87.2,0.0,210.79,Sim,28.1,35.8,2022-07-18,Sedentária,Sedentária,0,1153,21.62,-7.699999999999996
18,M,1.0,crossfit,34.2,34.2,286.81,Sim,21.8,31.7,2020-10-02,Ativa,Ativa,1,1807,8.82,-9.899999999999999
19,O,2.0,crossfit,74.9,149.8,80.3,Sim,27.8,37.3,2020-07-24,Ativa,Ativa,1,1877,13.190000000000001,-9.499999999999996
40,M,5.0,cardio,83.5,417.5,206.05,Não,38.3,16.5,2020-06-12,Ativa,Ativa,1,1919,20.35,21.799999999999997
34,F,2.0,crossfit,92.5,185.0,278.7,Não,37.8,16.6,2025-07-06,Ativa,Ativa,1,69,19.45,21.199999999999996
22,F,2.0,natação,109.6,219.2,85.12,Sim,38.0,23.5,2025-05-15,Ativa,Ativa,1,121,17.560000000000002,14.5
48,O,5.0,yoga,111.8,559.0,219.26,Não,18.0,22.4,2021-11-14,Ativa,Ativa,1,1399,25.58,-4.399999999999999
52,O,5.0,natação,65.5,327.5,88.36,Não,12.1,35.8,2025-05-21,Ativa,Ativa,1,115,22.15,-23.699999999999996
20,M,1.0,cardio,61.1,61.1,193.99,Sim,14.5,13.5,2023-06-05,Ativa,Ativa,1,831,12.11,1.0
57,F,4.0,natação,53.6,203.5,233.01,Sim,26.4,30.9,2025-02-10,Sedentária,Sedentária,0,215,22.459999999999997,-4.5
59,M,4.0,cardio,78.1,312.4,112.84,Sim,27.5,39.0,2024-03-29,Ativa,Ativa,1,533,25.509999999999998,-11.5
60,O,6.0,natação,107.6,645.6,280.65,Sim,10.3,37.1,2023-01-03,Ativa,Ativa,1,984,28.759999999999998,-26.8
61,F,4.0,cardio,77.5,310.0,94.6,Sim,38.1,27.3,2024-04-29,Ativa,Ativa,1,502,26.05,10.8
45,M,4.0,natacao,58.6,234.4,153.49,Sim,28.3,23.3,2022-07-26,Ativa,Ativa,1,1145,19.36,5.0
54,M,2.0,futebol,29.2,58.4,268.56,Sim,11.6,29.1,2022-02-23,Ativa,Ativa,1,1298,19.119999999999997,-17.5
40,M,7.0,cardio,72.7,508.9,95.03,Não,34.3,22.9,2023-07-11,Ativa,Ativa,1,795,19.27,11.399999999999999
35,M,4.0,cardio,58.6,234.4,266.8,Não,19.6,17.1,2020-10-26,Ativa,Ativa,1,1783,16.36,2.5
23,F,4.0,yoga,99.1,396.4,119.22,Sim,11.8,26.9,2022-08-27,Ativa,Ativa,1,1113,16.81,-15.099999999999998
27,O,5.0,futebol,84.3,421.5,206.49,Sim,29.9,38.4,2020-08-14,Ativa,Ativa,1,1856,16.53,-8.5
62,M,0.0,futebol,39.4,0.0,189.92,Sim,35.8,35.1,2023-03-12,Sedentária,Sedentária,0,916,22.54,0.6999999999999957
43,M,5.0,crossfit,81.4,407.0,94.98,Sim,27.0,20.3,2020-03-04,Ativa,Ativa,1,2019,21.04,6.699999999999999
33,M,1.0,crossfit,49.5,49.5,241.73,Não,17.7,13.8,2020-03-20,Ativa,Ativa,1,2003,14.850000000000001,3.8999999999999986
58,O,2.0,futebol,66.1,132.2,114.23,Não,25.4,38.2,2022-04-24,Ativa,Ativa,1,1238,24.009999999999998,-12.800000000000004
28,O,6.0,cardio,78.9,473.4,94.27,Sim,26.9,16.8,2025-07-05,Ativa,Ativa,1,70,16.29,10.099999999999998
59,M,3.0,natação,27.6,82.8,230.26,Não,14.2,11.6,2022-10-30,Ativa,Ativa,1,1049,20.46,2.5999999999999996
64,F,7.0,cardio,41.5,290.5,190.1,Sim,20.3,33.0,2022-12-01,Ativa,Ativa,1,1017,23.35,-12.7
29,M,0.0,musculação,45.2,0.0,210.98,Não,19.1,39.5,2021-05-04,Sedentária,Sedentária,0,1593,13.219999999999999,-20.4
38,F,2.0,natação,112.4,224.8,76.19,Não,33.9,12.2,2021-10-23,Ativa,Ativa,1,1421,22.64,21.7
46,M,4.0,cardio,90.1,203.5,92.65,Não,27.9,23.6,2023-04-17,Sedentária,Sedentária,0,880,22.81,4.299999999999997
34,M,4.0,natação,30.2,120.8,135.99,Não,37.3,31.6,2021-04-30,Ativa,Ativa,1,1597,13.219999999999999,5.699999999999996
36,M,0.0,yoga,68.2,0.0,205.06,Não,21.7,24.5,2023-11-17,Sedentária,Sedentária,0,666,17.619999999999997,-2.8000000000000007
55,F,3.0,natação,27.7,83.1,92.31,Sim,23.8,13.9,2021-08-10,Ativa,Ativa,1,1495,19.27,9.9
35,O,4.0,natação,105.2,420.8,237.46,Sim,24.4,35.7,2025-07-28,Ativa,Ativa,1,47,21.020000000000003,-11.300000000000004
62,M,5.0,musculação,46.1,230.5,205.0,Sim,36.1,26.8,2023-06-02,Ativa,Ativa,1,834,23.209999999999997,9.3
42,O,4.0,musculação,83.1,332.4,261.27,Sim,38.3,30.8,2025-07-14,Ativa,Ativa,1,61,20.91,7.4999999999999964
59,M,4.0,musculação,91.3,203.5,99.3,Não,23.5,33.7,2025-04-10,Sedentária,Sedentária,0,156,26.83,-10.200000000000003
48,M,0.0,futebol,37.8,0.0,207.18,Sim,19.3,19.3,2022-08-30,Sedentária,Sedentária,0,1110,18.18,0.0
40,M,2.0,futebol,79.4,158.8,96.77,Sim,17.6,29.2,2022-08-30,Ativa,Ativa,1,1110,19.94,-11.599999999999998
34,O,3.0,fut,105.8,317.4,220.18,Não,24.7,28.2,2025-08-22,Ativa,Ativa,1,22,20.78,-3.5
50,F,2.0,natação,86.4,172.8,181.14,Não,39.6,18.1,2021-10-12,Ativa,Ativa,1,1432,23.64,21.5
62,M,3.0,yoga,52.8,158.4,215.53,Não,37.3,16.4,2022-02-05,Ativa,Ativa,1,1316,23.88,20.9
42,F,1.0,yoga,36.7,36.7,73.21,Sim,30.6,38.7,2022-03-17,Ativa,Ativa,1,1276,16.27,-8.100000000000001
41,F,5.0,musculação,111.6,558.0,51.91,Sim,30.5,25.9,2022-04-07,Ativa,Ativa,1,1255,23.46,4.600000000000001
28,O,1.0,musculação,42.4,42.4,99.7,Não,20.5,24.4,2020-01-14,Ativa,Ativa,1,2069,12.64,-3.8999999999999986
54,M,4.0,yoga,27.6,203.5,197.23,Não,39.6,29.0,2025-02-12,Sedentária,Sedentária,0,213,18.96,10.600000000000001
47,M,5.0,natação,100.6,503.0,269.75,Sim,32.1,12.2,2025-05-31,Ativa,Ativa,1,105,24.16,19.900000000000002
63,O,3.0,natação,22.5,67.5,112.26,Sim,22.4,18.9,2021-04-16,Ativa,Ativa,1,1611,21.15,3.5
47,O,4.0,musculação,71.3,285.2,278.31,Sim,35.9,31.2,2020-01-05,Ativa,Ativa,1,2078,21.23,4.699999999999999
37,O,5.0,cardio,42.4,212.0,173.11,Não,22.3,35.3,2024-09-02,Ativa,Ativa,1,376,15.34,-12.999999999999996
35,F,4.0,futebol,108.1,203.5,295.14,Não,36.2,17.0,2021-01-30,Sedentária,Sedentária,0,1687,21.310000000000002,19.200000000000003
62,M,7.0,crossfit,59.9,419.3,220.76,Não,15.5,23.8,2024-12-29,Ativa,Ativa,1,258,24.589999999999996,-8.3
31,O,0.0,crossfit,104.0,0.0,147.97,Sim,13.6,10.8,2022-08-20,Sedentária,Sedentária,0,1120,19.7,2.799999999999999
49,O,7.0,yoga,35.1,245.7,254.22,Sim,32.0,19.1,2024-07-11,Ativa,Ativa,1,429,18.21,12.899999999999999
52,F,2.0,yoga,89.8,179.6,106.93,Não,13.5,39.1,2024-11-16,Ativa,Ativa,1,301,24.58,-25.6
61,F,1.0,yoga,78.1,78.1,132.26,Sim,20.5,13.4,2022-11-14,Ativa,Ativa,1,1034,26.11,7.1
24,M,3.0,crossfit,109.0,327.0,153.33,Não,24.6,19.9,2023-04-21,Ativa,Ativa,1,876,18.1,4.700000000000003
27,F,2.0,crossfit,80.8,161.6,156.16,Não,26.7,35.4,2020-07-31,Ativa,Ativa,1,1870,16.18,-8.7
25,O,7.0,musculação,39.4,275.8,277.95,Sim,14.0,27.0,2024-08-16,Ativa,Ativa,1,393,11.44,-13.0
62,M,5.0,cardio,87.8,439.0,242.24,Não,27.5,35.8,2025-06-12,Ativa,Ativa,1,93,27.379999999999995,-8.299999999999997
64,F,1.0,swimming,89.3,89.3,260.35,Não,36.2,35.2,2023-08-29,Ativa,Ativa,1,746,28.13,1.0
23,F,4.0,musculação,56.5,226.0,54.64,Sim,25.3,28.3,2025-02-19,Ativa,Ativa,1,206,12.55,-3.0
52,F,1.0,yoga,113.3,113.3,242.75,Não,10.5,10.8,2020-07-11,Ativa,Ativa,1,1890,26.93,-0.3000000000000007
21,M,4.0,cardio,78.0,312.0,234.91,Sim,13.0,26.7,2023-11-25,Ativa,Ativa,1,658,14.100000000000001,-13.7
53,F,4.0,cardio,65.7,262.8,92.36,Não,12.5,22.0,2021-11-16,Ativa,Ativa,1,1397,22.47,-9.5
53,O,7.0,futebol,70.55,203.5,256.47,Não,32.4,31.3,2021-08-04,Ativa,Ativa,1,1501,15.899999999999999,1.0999999999999979
49,M,4.0,futebol,69.1,276.4,284.31,Sim,16.4,17.0,2024-08-18,Ativa,Ativa,1,391,21.61,-0.6000000000000014
50,F,5.0,yoga,23.6,118.0,56.64,Não,31.8,37.6,2024-11-21,Ativa,Ativa,1,296,17.36,-5.800000000000001
39,M,1.0,yoga,88.5,88.5,184.34,Sim,11.9,16.6,2020-02-13,Ativa,Ativa,1,2039,20.549999999999997,-4.700000000000001
20,M,3.0,yoga,51.1,153.3,215.64,Não,37.5,25.6,2023-05-29,Ativa,Ativa,1,838,11.11,11.899999999999999
64,O,6.0,futebol,40.2,241.2,171.4,Não,17.7,16.6,2024-09-28,Ativa,Ativa,1,350,23.22,1.0999999999999979
26,O,7.0,natação,68.9,482.3,160.86,Sim,24.9,14.6,2022-10-17,Ativa,Ativa,1,1062,14.690000000000001,10.299999999999999
29,F,1.0,cardio,72.4,72.4,122.53,Não,12.5,22.6,2023-08-18,Ativa,Ativa,1,757,15.940000000000001,-10.100000000000001
51,O,5.0,musculação,34.4,172.0,239.33,Sim,25.9,17.6,2021-01-28,Ativa,Ativa,1,1689,18.74,8.299999999999997
18,F,1.0,futebol,110.8,110.8,247.63,Sim,21.5,26.0,2024-05-23,Ativa,Ativa,1,478,16.48,-4.5
43,F,4.0,yoga,70.55,203.5,154.89,Sim,24.6,39.7,2024-10-19,Ativa,Ativa,1,329,12.9,-15.100000000000001
29,M,4.0,natação,48.6,203.5,279.82,Sim,17.3,33.2,2024-10-05,Sedentária,Sedentária,0,343,13.559999999999999,-15.900000000000002
24,O,2.0,musculação,85.6,171.2,81.0,Sim,38.3,17.4,2022-03-22,Ativa,Ativa,1,1271,15.76,20.9
49,F,2.0,crossfit,21.7,43.4,188.92,Não,19.2,19.0,2023-08-27,Ativa,Ativa,1,748,16.869999999999997,0.1999999999999993
51,F,1.0,musculação,28.0,28.0,129.37,Sim,15.8,34.0,2025-04-08,Ativa,Ativa,1,158,18.099999999999998,-18.2
35,O,7.0,cardio,108.7,760.9,99.64,Sim,26.3,17.4,2022-02-19,Ativa,Ativa,1,1302,21.37,8.900000000000002
62,M,5.0,musculação,77.2,386.0,245.16,Sim,10.0,19.3,2023-03-17,Ativa,Ativa,1,911,26.32,-9.3
32,O,4.0,natação,21.0,84.0,57.3,Não,25.3,27.7,2022-07-06,Ativa,Ativa,1,1165,11.7,-2.3999999999999986
19,F,3.0,crossfit,40.9,122.7,177.92,Sim,28.5,20.4,2023-05-26,Ativa,Ativa,1,841,9.79,8.100000000000001
58,F,4.0,yoga,104.1,203.5,142.1,Não,30.5,37.7,2022-06-26,Sedentária,Sedentária,0,1175,27.81,-7.200000000000003
